Country Name,Happiness Score,Year,EG.ELC.ACCS.ZS,SE.PRM.TENR,NY.ADJ.NNTY.KD.ZG,NY.ADJ.NNTY.PC.KD.ZG,NY.ADJ.AEDU.GN.ZS,NY.ADJ.ICTR.GN.ZS,SP.POP.DPND,SP.DYN.CBRT.IN,per_si_allsi.cov_q1_tot,per_si_allsi.cov_q5_tot,per_allsp.cov_pop_tot,per_sa_allsa.cov_pop_tot,SP.DYN.CDRT.IN,SE.XPD.PRIM.ZS,SE.XPD.SECO.ZS,GC.XPN.TOTL.GD.ZS,SH.XPD.EHEX.CH.ZS,NY.GDP.MKTP.CD,NY.GDP.MKTP.KD.ZG,NY.GDS.TOTL.ZS,SE.ADT.1524.LT.ZS,NV.IND.MANF.KD.ZG,SH.DYN.NMRT,SH.DYN.MORT,SP.POP.TOTL,SE.SEC.ENRL.TC.ZS,SE.PRM.ENRL.TC.ZS,EG.FEC.RNEW.ZS,AG.SRF.TOTL.K2,GC.TAX.TOTL.GD.ZS,NE.TRD.GNFS.ZS,SL.UEM.TOTL.NE.ZS,FP.WPI.TOTL
Belarus,5.813,2015,100,94.63606,-6.80732380124425,-6.95566229818471,4.92641553030256,26.90308894,43.8254479495254,12.5,..,..,..,..,12.6,..,..,28.110499205426,0.40098554,56454734396.5842,-3.82957055828382,32.2008910929742,..,-6.33695582955933,1.7,4.1,9489616,8.36258,17.57007,6.7708695317313,207600,14.1730944654204,115.914826201946,1,..
Belarus,5.8020000000000005,2016,100,96.42555,-15.6865277901561,-15.7922841829446,4.92641553030256,22.80594633,44.966823973522,12.4,..,..,..,..,12.6,..,..,29.4170537971155,..,47749057078.1996,-2.52644643552361,29.837070427282,..,-0.050018307599217,1.6,3.9,9501534,8.29763,18.33759,..,207600,13.7882356123814,125.209322899662,5.84000015258789,..
Belarus,5.5689997673034695,2017,..,96.0130999999999,..,..,..,..,46.0726556628326,..,..,..,..,..,..,..,50.45858,29.4746812444985,..,54456465472.6162,2.4219043735669,30.5156893126361,..,6.95104967400681,1.5,3.7,9507875,8.17536999999999,18.80255,..,207600,13.0869723961254,134.105362218272,5.65000009536743,..
Belgium,6.937,2015,100,98.38075,1.20460367325327,0.619873136488437,6.22215991049321,23.188446,54.193605740924,10.8,..,..,..,..,9.8,..,..,42.0115016067884,0,455039563132.776,1.42695680945808,24.9371603778299,..,3.42963324161649,2.2,4,11274196,9.42496,11.23127,9.20164053078148,30530,24.6673759202321,160.229325319499,8.48200035095215,..
Belgium,6.928999999999999,2016,100,98.66219,2.36894664004545,1.85196251039048,6.22215991049321,23.85386431,54.7983939052332,10.8,..,..,..,..,9.5,..,..,41.445087224873,..,467545548764.571,1.41229201545339,25.2824374889987,..,0.349411429841282,2.1,3.9,11331422,9.14736,11.30569,..,30530,23.1360261343397,164.544702629143,7.82969999313354,..
Belgium,6.89099979400635,2017,..,..,..,..,..,..,55.4384261393054,..,..,..,..,..,..,..,..,..,..,492681283049.248,1.72976676241763,25.3294742661379,..,-0.465969475002765,2.1,3.8,11372068,..,..,..,30530,..,169.402711456732,7.08620023727417,..
Belize,5.956,2016,92.2143173217773,99.17624,-3.83527420673482,-5.84424205537846,6.39,..,55.6604734029015,22.534,..,..,..,..,5.483,33.03149,41.67663,..,..,1806646250,-0.588023649731511,10.3467903581014,..,-7.53825238235709,9.2,14.9,366954,18.40628,20.50666,..,22970,..,112.219874255959,7.90999984741211,..
Belize,5.955999851226809,2017,..,99.2737999999999,..,..,..,..,54.4961611096908,..,..,..,..,..,..,31.76464,40.98796,..,..,1862614800,1.43728894631943,14.1173526592831,..,0.999298240304498,8.8,14.2,374681,16.5581,19.58631,..,22970,..,111.827101878499,6.59549999237061,..
Benin,3.34,2015,40.0334777832031,..,1.55476488901525,-1.22263994380724,4.01059221652252,15.8495347,86.0977848350733,37.431,..,..,..,..,9.319,49.80869,23.73528,..,34.23423794,8291155880.59505,2.0958083832335,14.396998246258,..,8.15513626834381,33.7,103.7,10575952,10.32268,45.04478,50.8626179373594,114760,..,58.7978847750724,..,..
Benin,3.484,2016,41.4026145935059,..,-0.265888922338604,-2.98433950945649,4.01059221652252,21.0817539,85.5341905465139,37.026,..,..,..,..,9.172,..,..,..,..,8573159696.61128,3.96485991037314,10.6857552054955,..,4.62812560573755,33.1,101,10872298,10.99168,41.63992,..,114760,..,61.0906566522829,..,..
Benin,3.65700006484985,2017,..,97.03366,..,..,..,..,84.8857675229008,..,..,..,..,..,..,..,..,..,..,9246696923.66155,5.83782330470896,10.8408472471546,..,7.17494261050639,32.7,98.3,11175692,..,43.56977,..,114760,..,67.5771284358836,..,..
Bhutan,5.252999999999999,2015,98.4235229492188,84.61948,3.35496431894275,1.91920523798296,6.94566347354485,22.56365889,47.2696462772325,18.46,..,..,..,..,6.043,..,41.49114,18.8664046934208,5.27929865,2059809919.89325,6.64456425820161,23.9682731409364,..,4.41421152345052,18.3,33.4,787386,12.14578,40.00443,86.9045483179462,38393.9990234375,13.7660707463982,96.4182116610232,2.45000004768372,..
Bhutan,5.196000000000001,2016,100,82.99547,6.41324200759752,5.0287954114234,6.94566347354485,33.19712117,46.4630145386249,18.165,..,..,..,..,6.022,..,..,16.5699350017814,..,2219675780.89539,8.02210122067797,32.5888661201362,..,2.42309729495487,17.6,32,797765,11.41873,38.03778,..,38393.9990234375,13.1221363901926,77.6897625358544,..,..
Bhutan,5.01100015640259,2017,..,81.94659,..,..,..,..,45.8461627367307,..,..,..,..,..,..,..,..,..,..,2528007911.35353,4.62910139072935,30.7973405726076,..,5.50331440406397,16.9,30.8,807610,11.0089,34.56294,..,38393.9990234375,..,78.6453361616911,..,..
Bolivia,5.89,2015,91.522822,89.88581,4.21712247959005,2.6375847309464,6.08,14.71966453,63.6947930802743,23.549,..,..,..,..,7.353,..,..,..,3.12527749,33000198263.3864,4.857187894912,14.0850239157884,99.39917,4.57660301616825,19.9,37.5,10724705,20.84395,18.10837,17.5381818257023,1098580,..,67.9328449414657,3.06599998474121,..
Bolivia,5.822,2016,93.0391311645508,90.8799499999999,3.75550667144947,2.20051991533592,6.08,15.33280999,62.8959710638084,23.252,..,..,..,..,7.297,..,..,..,..,33941126193.9219,4.26391940393987,13.6323383869836,..,6.18482321057958,19.2,36.1,10887882,20.01377,18.35972,..,1098580,..,56.4010345452952,3.05599999427795,..
Bolivia,5.82299995422363,2017,..,92.50107,..,..,..,..,62.1888241515707,..,..,..,..,..,..,..,..,..,..,37508642112.8799,4.19520701912501,15.3239220505428,..,3.2869667852671,18.5,34.9,11051600,20.58499,18.76043,..,1098580,..,56.7046528441721,3.23280000686646,..
Bosnia and Herzegovina,4.949,2015,100,..,4.46504436985474,5.35256388659002,..,13.04526282,43.2557828613795,9.12,..,..,..,..,10.886,..,..,36.9160703202984,2.39441043,16209702863.6235,3.07682267108953,-3.79499115837574,..,6.39335426551585,4.2,6,3535961,10.14673,17.16401,40.7500602307998,51210,19.9364771928983,88.0873801341512,27.6499996185303,..
Bosnia and Herzegovina,5.162999999999999,2016,100,..,4.08203659970681,4.64864303879871,..,14.79692774,43.5833619126941,9.158,..,..,..,..,11.037,..,..,35.3266106177172,..,16911088173.7458,3.14406999762494,-0.867674598698115,..,5.38680471720028,4.1,5.9,3516816,9.73101999999999,17.28654,..,51210,19.9541372036541,87.7617410681663,25.4099998474121,..
Bosnia and Herzegovina,5.18200016021729,2017,..,..,..,..,..,..,44.2969251778604,..,..,..,..,..,..,..,..,..,..,18054854788.5214,3.18620256141375,1.16499552619581,..,8.19783215969878,4,5.7,3507017,9.34286,17.19917,..,51210,..,94.5667383549837,20.4699993133545,..
Botswana,4.332,2015,58.528751373291,..,1.26240908582808,-0.599663018516921,9.48,41.13945886,55.0809943392412,24.14,..,..,..,..,7.022,..,..,29.3438538394978,8.35538908,14406496463.6055,-1.69793550237911,27.314008752457,..,3.23758810440975,27,40.6,2209197,..,..,28.8798269935477,581730,24.7116701898132,105.794545059157,..,..
Botswana,3.9739999999999998,2016,60.6883964538574,..,3.96145281996563,2.06435242394637,9.48,43.98348216,54.9102244080015,23.669,..,..,..,..,6.684,..,..,25.8123931039954,..,15648632361.5749,4.31548650431786,34.4879442138474,..,1.55205652722226,26.2,39.3,2250260,..,..,..,581730,20.8476378152197,92.9109735459173,..,..
Botswana,3.7660000324249303,2017,..,..,..,..,..,..,54.6724468184193,..,..,..,..,..,..,..,..,26.0500065838778,..,17406565823.2986,2.36008074547438,33.0532636312854,..,1.92972403467589,25.4,37.6,2291661,..,..,..,581730,22.1441337435689,73.7553416222414,..,..
Brazil,6.983,2015,99.710902,96.85231,-4.32964512842507,-5.14205213152059,5.68859537743985,14.74741982,43.8242632414608,14.405,10.5835194924325,41.3282641125529,53.8087112251176,23.7161630091311,6.092,25.61507,41.3708,36.1580527182412,0.73362756,1802214373741.32,-3.54976724660116,16.2583827610954,98.96375,-8.48427123497169,9.4,15.7,205962108,16.45139,20.58529,43.7903891971588,8515770,12.8248632636748,26.9536259376792,..,136.123065720007
Brazil,6.952000000000001,2016,100,97.20202,-3.96647714074656,-4.7484039926055,5.68859537743985,14.17305288,43.6443157926871,14.163,..,..,..,..,6.165,..,..,35.7332420572231,..,1793989048409.29,-3.46816285562606,15.8021948074173,..,-5.5727592067886,9.6,16.3,207652865,16.60114,20.31899,..,8515770,12.7892269167437,24.5742827331193,11.6094999313354,151.751301656654
Brazil,6.6350002288818395,2017,..,..,..,..,..,..,43.471036247194,..,..,..,..,..,..,..,..,34.8963465460597,..,2055505502224.73,0.97608568137602,16.5182115931805,..,1.67589494864285,8.5,14.8,209288278,..,..,..,8515770,12.6929310649014,24.1197569541318,12.8273000717163,..
Bulgaria,4.218,2015,100,94.79227,3.72301722089001,4.38695807457012,3.85014439616643,23.39089711,51.7058584581101,9.2,..,..,..,..,15.3,..,..,34.7890312412504,..,50201314894.5817,3.47118604090714,21.3365592174785,..,4.83269191221834,4.1,8.3,7177991,..,..,17.6500779274042,111000,20.2013712641913,128.061014821304,9.14330005645752,..
Bulgaria,4.217,2016,100,93.15892,8.34361839021727,9.10619228600463,3.85014439616643,26.57099023,52.8289936362545,9.1,..,..,..,..,15.1,..,..,32.3617539572931,..,53240950226.2443,3.9367581489791,23.4575586954212,..,5.96812763890446,3.9,7.9,7127822,12.63651,17.61018,..,111000,20.0410294273877,123.643790502497,7.57460021972656,..
Bulgaria,4.71400022506714,2017,..,..,..,..,..,..,53.9349843584801,..,..,..,..,..,..,..,..,..,..,58220973782.7715,3.81124815844305,23.7478288838855,..,6.10096878553613,3.7,7.5,7075991,..,..,..,111000,..,131.075933394364,6.16440010070801,..
Burkina Faso,3.5869999999999997,2015,18.4700813293457,69.96008,-0.556924599723303,-3.43769288134237,4.31,14.89010081,92.2404614970802,39.436,..,..,..,..,8.818,57.86803,22.0908,14.9810451754907,29.56322962,10419303761.3524,3.89454805671508,14.0878397894878,..,-2.40793310620556,26.6,88.4,18110624,25.19571,42.17715,74.1671878585048,274220,15.0749297615291,47.9479044078272,..,..
Burkina Faso,3.739,2016,19.1647129058838,75.85293,16.3737348960151,13.0297122338309,4.31,..,91.561139777724,38.92,..,..,..,..,8.568,..,..,17.3288642188692,..,10886363726.8422,5.93413510489553,15.1038284337647,..,4.26505510700352,26,84.5,18646433,23.38275,41.54927,..,274220,16.6565904125771,51.9403785151064,..,..
Burkina Faso,4.03200006484985,2017,..,77.00493,..,..,..,..,90.8034241937068,..,..,..,..,..,..,..,..,21.1144384720465,..,12322864244.9183,6.30209605892456,17.2205872307847,..,4.70065421576294,25.4,81.2,19193382,23.33086,40.68126,..,274220,17.4269988833649,52.3406940524368,..,..
Burundi,2.905,2015,7.25208950042725,..,-6.47903839402248,-9.29843873096877,5.17552163934371,2.083308248,89.592063479966,42.662,..,..,..,..,11.032,..,..,..,40.51923619,3104394858.11518,-3.90000308649554,2.16441558074287,..,..,23.4,67.1,10199270,35.79281,43.22109,95.6789242535879,27830,..,22.8507110854907,..,..
Burundi,2.905,2016,7.58847713470459,..,-3.93151787913449,-6.89685532374068,5.17552163934371,-2.649011924,90.1197882258195,42.248,..,..,..,..,10.788,..,..,..,..,2959185295.39019,-0.600019999969277,-1.04831213964206,..,..,22.8,63.9,10524117,32.13206,49.66066,..,27830,..,23.0561784121918,..,..
Burundi,2.90499997138977,2017,..,97.31768,..,..,..,..,90.6828165379212,..,..,..,..,..,..,..,..,..,..,3172416146.3921,0.500009999947835,..,..,..,22.1,61.2,10864245,28.02967,49.61434,..,27830,..,..,..,..
Cambodia,3.819,2015,47.5657386779785,95.28891,6.6920556926917,4.99486404670553,2.00537701824782,17.68192462,55.572952126857,23.682,..,..,..,..,6.109,..,..,11.5969699894276,19.15212272,18049954289.4229,7.03608717929632,17.7968726347933,92.21236,9.22442341883539,16.3,32,15517635,..,45.52116,64.9237759106607,181040,14.168238028712,127.86406699658,..,..
Cambodia,3.907,2016,49.7706565856934,92.78161,7.94135089217676,6.26539565761513,2.00537701824782,17.82891158,55.3992529338044,23.296,..,..,..,..,6.055,..,..,12.9896420554064,..,20016747754.0192,6.86309209821934,18.6702663323735,..,7.04661444881387,15.6,30.6,15762370,..,42.53404,..,181040,15.2611080376218,126.950028975988,..,..
Cambodia,4.1680002212524405,2017,..,90.56157,..,..,..,..,55.4987517156199,..,..,..,..,..,..,..,..,..,..,22158209502.6391,7.09986594968245,21.4177326724002,..,6.33708776468134,14.9,29.2,16005373,..,41.66267,..,181040,..,124.894724686319,..,..
Cameroon,4.252,2015,58.8651008605957,..,5.6134341836844,2.86322776344781,2.68,16.89675308,85.8683837080978,36.837,..,..,..,..,10.348,..,..,..,7.89886741,30916218544.4404,5.6514637436283,17.0461738234399,..,3.0767372582888,26.5,90.1,22834522,19.86712,41.46571,76.5384004118885,475440,..,49.8692069982459,..,..
Cameroon,4.513,2016,60.0747680664063,95.2740199999999,2.49229324078179,-0.151727739509965,2.68,16.79770846,85.4205882355268,36.3,..,..,..,..,10.076,..,..,..,..,32621535418.9031,4.64848155096477,17.8823311934688,..,5.00753727779788,26.1,86.8,23439189,19.25706,42.73541,..,475440,..,43.2045179184235,..,..
Cameroon,4.69500017166138,2017,..,95.20049,..,..,..,..,84.8091302001784,..,..,..,..,..,..,..,..,..,..,34922782310.6416,3.54908731821561,18.907725132614,..,6.4658419762392,25.5,84,24053727,..,44.61321,..,475440,..,41.1899669442148,..,..
Canada,7.4270000000000005,2015,100,99.5981,-1.5779244274114,-2.3941550972371,4.93,20.35824587,47.3310123302842,10.8,..,..,..,..,7.5,..,..,17.0391561327799,..,1559623393038.66,1.00088249407992,21.6388099519227,..,0.259308217969647,3.6,5.3,35832513,..,..,22.0253592107108,9984670,12.3159880315463,65.5277353225282,6.9064998626709,..
Canada,7.404,2016,100,99.9622399999999,0.821038218693502,-0.380239567903956,4.93,19.59708747,48.2439168641162,10.8,..,..,..,..,7.5,..,..,17.3365738052357,..,1535767736946.18,1.41410274557691,20.7118524828716,..,0.481523908401257,3.5,5.2,36264604,..,..,..,9984670,12.1758422721427,64.352107043654,6.99889993667603,..
Canada,7.31599998474121,2017,..,..,..,..,..,..,49.2745916815509,..,..,..,..,..,..,..,..,17.3116528234479,..,1653042795255.04,3.04735068075965,21.4158587441626,..,3.11435038597587,3.5,5.1,36708083,..,..,..,9984670,12.1518412615245,64.0626529567679,6.33970022201538,..
Central African Republic,3.678,2015,13.3844232559204,..,5.53136057040642,4.81851724967082,1.15,..,90.03543961763,36.113,..,..,..,..,14.008,..,..,..,43.50640842,1583776805.96568,4.79988608115663,-8.04407918447696,..,2.12125267128789,43.1,130.2,4546100,..,..,76.5670200103872,622980,..,47.1906221896738,..,..
Central African Republic,2.69300007820129,2017,..,..,..,..,..,..,88.1490353842532,..,..,..,..,..,..,..,..,..,..,1949411659.20453,4.29993805303965,-1.58899556022426,..,..,41.5,121.5,4659080,31.63737,..,..,622980,..,44.2928877224955,..,..
Chad,3.667,2015,7.7,..,-6.90797719892869,-9.83159453620766,1.76679083894578,..,100.169501091262,43.864,..,..,..,..,13.217,..,..,..,14.89037545,10945989471.6286,2.7676756848447,21.5347632823602,38.77242,-2.49999992488014,35.9,130.8,14009413,27.45229,55.54179,89.357395570733,1284000,..,66.5641643497065,..,..
Chad,3.763,2016,8.83089828491211,..,-11.1288286093578,-13.8537111562103,1.76679083894578,..,99.42601630728,43.331,..,..,..,..,12.953,..,..,..,..,10090922857.3905,-6.25552708545281,20.412692486631,30.79161,-2.10318047290033,35.4,126.9,14452543,28.44071,56.88788,..,1284000,..,63.2969251336898,..,..
Chad,3.9360001087188703,2017,..,..,..,..,..,..,98.524734126642,..,..,..,..,..,..,..,..,..,..,9871247731.89787,-2.95377154892373,14.6171771667247,..,..,34.8,123.2,14899994,..,..,..,1284000,..,74.3534806822137,..,..
Chile,6.67,2015,99.714844,91.63367,3.13534190909775,2.2708834915057,4.57,21.95881464,45.4704862739092,13.437,..,..,..,..,6.066,25.61475,29.36544,21.6438045222586,0.00146849,243999477737.94,2.30525713839252,23.560851970379,99.3539399999999,0.334289776609921,5.3,7.9,17762681,19.44185,18.3778,24.8825542739544,756096.015625,17.4380140795419,58.9528438182819,..,..
Chile,6.705,2016,100,92.94523,2.0703508943615,1.23216000033321,4.57,20.78542163,45.5537828614934,13.281,..,..,..,..,6.115,28.08302,29.06897,22.2013519159478,..,250036180921.053,1.26586760300135,23.1002929476878,..,-2.35976747508863,5.2,7.7,17909754,..,..,..,756700,17.4174411372888,55.5127031940354,6.73820018768311,..
Chile,6.65199995040894,2017,..,..,..,..,..,..,45.7794571625146,..,..,..,..,..,..,..,..,22.4150112049615,..,277075944401.941,1.48990600446166,23.7638606354505,..,1.62958250960297,5,7.4,18054726,..,..,..,756700,17.4608726757044,55.6950807258162,6.95809984207153,..
China,5.14,2015,100,..,6.89918282016373,6.35736653933343,1.79,48.57642187,37.6684921504844,12.07,..,..,..,..,7.11,..,..,16.4252218844375,0.00793736,11064666282625.5,6.90020481672437,47.4253807496709,..,..,5.5,10.8,1371220000,13.81544,16.29441,12.4133525698911,9562911.25,9.37428211590801,39.45306552453,..,..
China,5.245,2016,100,..,6.04962268997431,5.47693865075749,1.79,46.23855895,38.549146051708,12,..,..,..,..,7.3,..,..,8.52763623992999,..,11190992550229.5,6.69999999999993,46.2186800616607,..,..,5.1,10,1378665000,13.49871,16.54936,..,9562910,9.15738553603272,37.03381667784,..,..
China,5.2729997634887695,2017,..,..,..,..,..,..,39.5054214508848,..,..,..,..,..,..,..,..,..,..,12237700479375,6.90000000000013,47.3531853277819,..,..,4.7,9.3,1386395000,13.30917,16.59383,..,9562910,..,37.8033995957306,3.90000009536743,..
Colombia,6.477,2015,98.186898,93.16819,4.37007532698514,3.424841668241,3.42476124014368,18.88678957,45.61503923047,15.479,..,..,..,..,5.942,36.72368,35.40608,27.5261000208776,4.00888828,293481748240.779,2.95594590662741,16.7133511952399,98.53473,2.01168765954986,8.6,15.7,48228697,26.47999,24.23937,23.5647575160943,1141748.984375,14.994244133159,38.3607641184453,8.29899978637695,..
Colombia,6.481,2016,99.0044555664063,93.58118,1.64420513570143,0.756897912880248,3.42476124014368,19.50975647,45.3930293588412,15.198,..,..,..,..,6.009,35.98056,34.68962,29.9174060749389,..,282856115393.175,1.96261426732217,16.4199301520934,98.66831,2.78086763070078,8.3,15.2,48653419,26.18799,24.31808,..,1141748.984375,13.195965441608,35.9199284157351,8.69180011749268,..
Colombia,6.35699987411499,2017,..,93.68701,..,..,..,..,45.1922740035789,..,..,..,..,..,..,36.40176,38.72857,..,..,314457601859.523,1.78919254621353,17.0018640438413,..,-1.97109054990054,8,14.7,49065615,26.01138,23.60132,..,1141748.984375,..,34.2583641512139,8.8725004196167,..
Comoros,3.9560000000000004,2015,75.3807144165039,..,9.20397177239391,6.67005148333388,4.31387796015044,..,75.5470150702934,33.334,..,..,..,..,7.49,54.61209,27.69313,..,10.07298782,988150249.533688,1.09996463224388,-3.09309631306024,..,..,33.1,73.2,777424,..,..,45.3330523920407,1861.00006103516,..,36.9437708033427,..,..
Comoros,3.9560000000000004,2016,77.8442153930664,..,8.23039021194253,5.75766355262151,4.31387796015044,..,75.1352695926283,32.856,..,..,..,..,7.389,..,..,..,..,1024261820.6281,2.1881974557357,0.213808893484111,..,..,32.3,71.1,795601,..,..,..,1861.00006103516,..,36.8804975117825,..,..
Costa Rica,7.226,2015,99.409804,96.51653,5.81400347826752,4.70747801681888,7.07150884407115,15.49926507,45.3693244351345,14.525,..,..,..,..,4.882,36.83827,33.68089,29.4233449364172,0.01413609,54775994478.4981,3.63173144148803,17.564404639205,..,-5.09096637406434,6.1,9.4,4807852,13.9521,12.6763,38.7334138821774,51100,13.6570929886332,62.518296399044,..,..
Costa Rica,7.087000000000001,2016,100,96.79008,4.9130221992979,3.84554867749662,7.07150884407115,15.87062489,45.2005220586521,14.289,..,..,..,..,4.941,34.0248,31.99655,27.9489217330143,..,57157992434.219,4.24598987825375,18.6409024919893,..,4.51430657561889,6,9.2,4857274,12.73154,11.97865,..,51100,13.9101012473746,63.9275351985885,..,..
Costa Rica,7.0789999961853,2017,..,..,..,..,..,..,45.1692695387034,..,..,..,..,..,..,28.92008,31.69431,..,..,57285984447.7113,3.28046452829018,18.4570270319751,..,3.40844336805523,5.9,9,4905769,..,..,..,51100,..,66.2646152486654,..,..
Croatia,5.7589999999999995,2015,100,98.34581,3.5465127411731,4.40336449164764,4.5253855271505,24.57565539,50.8549190908664,8.9,..,..,..,..,12.9,..,..,..,0.01213789,49490142433.1046,2.4005918833643,22.3730417690784,..,4.60479788435325,3.1,4.8,4203604,7.03333,13.702,33.1274666358571,56590,..,93.904974524731,16.175199508667,..
Croatia,5.4879999999999995,2016,100,97.64825,-0.726770678600047,-0.031036248202028,4.5253855271505,23.26896758,51.5350073147446,9,..,..,..,..,12.3,..,..,..,..,51640880494.2725,3.53612954934364,23.5500127429046,..,5.96286439621139,3,4.7,4174349,6.73221,13.50611,..,56590,..,94.6927092915316,13.1034002304077,..
Croatia,5.2930002212524405,2017,..,..,..,..,..,..,52.4687806156181,..,..,..,..,..,..,..,..,..,..,55213087270.6341,2.92136338306072,23.1750299056232,..,1.85348281848654,2.9,4.6,4125700,..,..,..,56590,..,99.9249238065866,11.2081003189087,..
Cyprus,5.689,2015,100,97.82834,7.4435642886382,7.44339567002848,6.19592786644448,12.70479294,42.3046044285373,10.984,..,..,..,..,6.842,32.20746,41.3118,38.7517877247969,1.34005482,19680625485.1946,1.9623040096572,14.3995667760997,..,5.73302993587281,1.7,2.9,1160985,10.35338,11.91513,9.9420660163921,9250,24.0904721171282,128.823251636142,14.9083995819092,..
Cyprus,5.546,2016,100,..,-0.444509229678729,-1.04574810178471,6.19592786644448,11.6358092,42.8476381384424,10.834,..,..,..,..,6.893,..,..,36.07045894582,..,20453761061.9469,4.81218762402544,16.0196212047463,..,12.659660694821,1.6,2.8,1170125,..,..,..,9250,23.9689132621605,129.6708526679,12.9497995376587,..
Cyprus,5.62099981307983,2017,..,..,..,..,..,..,43.3620004424037,..,..,..,..,..,..,..,..,..,..,22054225828.2623,4.23141452373656,16.7150036891469,..,9.46326457198856,1.6,2.7,1179551,..,..,..,9250,..,133.574711868425,11.0515003204346,..
Czech Republic,6.505,2015,100,..,..,..,3.92681744045241,29.17360895,49.5333030184828,10.5,..,..,..,..,10.5,13.28089,29.80452,33.4067121968117,..,186829940545.759,5.30923851909814,33.9545187403322,..,5.20455786837992,1.6,3.1,10546059,..,..,14.8285619496241,78870,14.5558221526125,156.099863722896,5.04640007019043,..
Czech Republic,6.596,2016,100,..,..,..,3.92681744045241,28.68761472,50.9527539583137,10.7,..,..,..,..,10.2,..,..,32.9438913610043,..,195305084919.138,2.593326020384,33.8232102303676,..,7.01406637784088,1.7,3.2,10566332,..,..,..,78870,14.6586385767319,151.598767294333,3.9514000415802,..
Czech Republic,6.60900020599365,2017,..,..,..,..,..,..,52.4413256967706,..,..,..,..,..,..,..,..,..,..,215725534372.371,4.28907894123351,33.5503657439649,..,6.97157646570557,1.7,3.3,10591323,..,..,..,78870,..,151.696096986003,2.88980007171631,..
Denmark,7.527,2015,100,98.69377,1.82202391313257,1.10526351590492,7.8318956765332,27.91040882,55.9833595296141,10.2,..,..,..,..,9.2,..,..,40.6432711034637,..,301298464861.385,1.60660899433877,27.2612016725305,..,0.904029111315708,3.1,4.2,5683483,..,..,33.1702771730605,42920,33.9459466392516,104.058935192402,6.16830015182495,..
Denmark,7.526,2016,100,99.0209,0.463064422866751,-0.317890720290649,7.8318956765332,27.59938391,56.3115025198636,10.8,..,..,..,..,9.2,..,..,39.2313120957694,..,306899653409.601,1.96407712946747,27.1714581391139,..,5.38470228370815,3.1,4.3,5728010,..,..,..,42920,33.7391007191807,100.974122466919,6.18069982528687,..
Denmark,7.52199983596802,2017,..,..,..,..,..,..,56.6476242088004,..,..,..,..,..,..,..,..,..,..,324871968807.469,2.24013892207479,28.0635123386144,..,1.83182502216084,3.1,4.3,5769603,..,..,..,42920,..,103.361995622571,5.74270009994507,..
Djibouti,4.369,2015,52.0257759094238,55.59274,..,..,7.43194220799754,..,56.5136825051262,23.35,..,..,..,..,8.365,..,..,..,23.01421265,1633741922.68737,9.68379811648174,14.4981102363759,..,-7.32046132596686,33.9,65.7,927414,22.77297,33.02204,15.3805952215024,23200,..,107.516747251432,..,..
Dominican Republic,4.885,2015,98.560364,88.74777,10.5282575602072,9.24171395593069,2.51925224689344,22.46326501,57.7573699138525,20.513,..,..,..,..,6.081,..,..,15.7255052364991,7.30715349,68802092020.9448,7.03337106918114,17.6722337562312,97.61406,4.1162776356294,21.2,31.6,10528394,22.09344,18.29098,16.480109206897,48670,13.2499960312919,53.9379181016125,..,..
Dominican Republic,5.155,2016,100,87.76939,6.45669210328525,5.25307505801138,2.51925224689344,22.61389928,57.3458489447249,20.17,..,..,..,..,6.102,..,..,16.8944544244885,..,72342967648.3354,6.61220822292972,17.9470293007111,98.83941,4.23848120904226,20.7,30.8,10648791,..,18.52102,..,48670,13.5068443726483,53.8373648241106,..,..
Dominican Republic,5.230000019073491,2017,..,..,..,..,..,..,56.9344731769828,..,..,..,..,..,..,..,..,16.8596992841301,..,75931656814.657,4.55181513818401,18.5730211867301,..,3.29761031143762,20.1,29.9,10766998,..,..,..,48670,13.7142105641633,52.9207014519019,5.83169984817505,..
Ecuador,5.975,2015,98.825883,97.96475,0.404303792556689,-1.09610431978174,3.93,24.92642325,55.5778055356451,20.477,..,..,..,..,5.127,23.25516,12.11141,..,0.39630956,99290381000,0.098872608346284,24.1426639303559,99.1262,-0.807951651039019,7.9,15.1,16144368,23.02677,24.70055,13.8166859421647,256370,..,45.243877148583,3.61570000648499,..
Ecuador,5.976,2016,99.9368133544922,98.1926299999999,-3.58034832473886,-4.9967727276303,3.93,27.13474911,55.2968223188994,20.175,4.57627219936046,20.9324514461252,72.5754808894,67.0504011700022,5.121,..,..,..,..,99937696000,-1.22638398463877,25.4672771323445,99.0571099999999,-0.880360444797816,7.7,14.8,16385068,22.34845,25.10571,..,256370,..,38.5213403358829,4.59700012207031,..
Ecuador,6.00799989700317,2017,..,97.90291,..,..,..,..,55.1381156282947,..,..,..,..,..,..,..,..,..,..,104295862000,2.36838652633651,25.5241737203342,..,3.56933316972858,7.5,14.5,16624858,21.94529,25.09592,..,256370,..,42.4217213910174,3.83619999885559,..
El Salvador,6.13,2015,95.4,87.0022,3.17020172613636,2.65881896301082,3.46968374814644,10.78788789,56.8354922254046,18.69,..,..,..,..,6.691,40.6445,31.77691,23.0307713873765,2.10135279,23166030400,2.37762910510367,-2.49131849537761,97.94933,3.31118222985187,7.6,15.5,6312478,30.84663,29.69441,24.400769994085,21040,16.9495352795099,76.1186085640292,3.99990010261536,111.345097028019
